CountryName,Region,Year,GDPGrowthRate,PropertyRights,JudicialEffectiveness,GovernmentIntegrity,TaxBurden,GovSpending,FiscalHealth,BusinessFreedom,LaborFreedom,MonetaryFreedom,TradeFreedom,InvestmentFreedom,FinancialFreedom,TariffRate,IncomeTaxRate,CorporateTaxRate,TaxBurdenRateOfGDP,GovExpenditureRateOfGDP,PopulationMillions,UnemploymentRate,InflationRate,FDIInflowMillions,PublicDebtRateOfGDP
Algeria,Middle East and North Africa,2021,0.7,-0.1029023746701847,0.1885714285714286,0.15547703180212014,-0.10875331564986745,0.05323193916349811,1.838150289017341,0.007936507936507908,0.015841584158415856,0.10629921259842501,-0.13293051359516617,0.0,0.0,0.46808510638297873,0.0,0.13043478260869557,0.3977443609022555,-0.03173072892652129,0.011062279836550726,-0.040983606557377095,-0.5428571428571428,-0.08260333356777227,0.25569537860707303
Algeria,Middle East and North Africa,2022,-5.992,-0.17941176470588238,-0.2860576923076924,-0.07954638942871262,0.0,0.03068592057761732,-0.21384928716904272,-0.21259842519685035,0.003315465969399689,-0.04982206405693956,0.0,0.0,0.0,0.0,0.0,0.0,0.0005379236148468358,-0.01748051948051954,0.0185350149608432,0.09658119658119668,0.23719262295081966,-0.1858976278456118,0.14615550755939521
Angola,Sub-Saharan Africa,2017,3.0,,,,,,,,,,,,,,,,,,,,,,
Angola,Sub-Saharan Africa,2018,3.0,-0.01098901098901095,0.28282828282828265,0.4765624999999998,-0.06029935851746249,0.17817956100740373,-0.22537094380041645,-0.0034188034188035177,0.26100179097640486,-0.17116128805634157,0.05012354394634677,0.0,0.0,-0.12478632478632468,0.0,0.0,2.6923076923076925,0.10917513655534838,0.09003984063745007,-0.13434210526315793,2.143495145631068,0.6546163403812049,0.15382022471910117
Angola,Sub-Saharan Africa,2019,0.7,-0.002777777777777768,0.047244094488189115,0.08465608465608465,0.01820388349514568,0.16787264833574533,0.06204379562043805,-0.04459691252144071,0.15520628683693505,-0.052991452991453025,0.028571428571428692,0.0,0.0,-0.08203125,0.0,0.0,-0.14250000000000007,-0.21144495698790677,0.030701754385964897,0.2463900288797689,-0.020940144542590633,-1.1569597062742443,-0.09157937203511257
Angola,Sub-Saharan Africa,2020,-1.699,0.027855153203342642,-0.46240601503759393,-0.2634146341463415,0.040524433849821184,0.061957868649318515,0.23539518900343648,0.03590664272890476,0.03911564625850339,0.07581227436823101,0.08169934640522869,0.0,0.0,0.0,0.0,0.0,-0.5518086757182579,-0.13700922266139526,0.037234042553191626,-0.1097560975609756,-0.3807886435331229,1.542688400975826,0.3489586523736601
Angola,Sub-Saharan Africa,2021,-1.503,-0.17886178861788615,0.5944055944055944,0.3509933774834437,0.0,0.014002333722286986,0.08344923504867863,-0.013864818024263537,-0.02454991816693941,0.1325503355704698,0.06042296072507547,0.0,0.0,-0.21276595744680848,0.0,0.0,0.0,-0.04239629929314204,0.08804427350427346,-0.05479452054794509,-0.12990982729634726,-0.28504401531550594,0.24649494250002824
Angola,Sub-Saharan Africa,2022,-3.975,0.31353135313531344,0.10964912280701755,0.011458077250259935,-0.008018327605956554,-0.005753739930955071,0.02695763799743256,-0.3391915641476274,-0.09574604444789936,-0.09333333333333327,-0.002849002849002913,0.0,0.0,0.013513513513513375,0.47058823529411775,-0.16666666666666663,0.019105246973484924,0.016596518079204037,0.03270898195916172,0.11594202898550732,0.30435037180162783,-0.5447091189401194,0.15769581056466309
Argentina,Americas,2017,1.2,,,,,,,,,,,,,,,,,,,,,,
Argentina,Americas,2018,1.2,0.25733010688785574,0.12430342092216184,-0.1464598103307706,0.04932129515315786,0.017593696277921955,-0.06756517621672131,-0.019197207678883,-0.06039832989095362,0.007858546168958647,0.05334132454300278,0.10000000000000009,0.19999999999999996,0.11363636363636354,0.0,0.0,-0.128133704735376,-0.12418746823825755,0.028301886792452935,-0.02134328358208948,1.2037735849056603,-0.5070585762211601,-0.09258407079646025
Argentina,Americas,2019,2.9,0.17156862745098045,0.0,0.027607361963190247,0.0547945205479452,-0.10971223021582732,-0.37262357414448666,0.003558718861209842,0.08314087759815236,0.1734892787524367,-0.004267425320056861,0.0,0.0,0.020408163265306145,0.0,-0.1428571428571429,-0.015974440894568676,0.06523019364672566,0.011467889908256979,0.32682629251181927,-0.5599315068493151,1.063815895855711,0.025961107101757364
Argentina,Americas,2020,-2.515,0.05648535564853563,0.05617977528089879,0.4835820895522389,0.0043290043290042934,0.0242424242424244,-0.2515151515151516,0.06737588652482285,-0.008528784648187626,-0.10797342192691028,-0.011428571428571344,0.0,0.0,0.053333333333333455,0.0,0.0,-0.016233766233766267,-0.011146341463414644,0.0104308390022676,0.09195402298850586,0.33373540856031125,0.025709454330774983,0.6404752851711026
Argentina,Americas,2021,-2.163,-0.0871287128712871,-0.02765957446808509,0.08651911468812878,0.011494252873563315,0.041420118343195256,0.5546558704453441,-0.011627906976744207,-0.004301075268817289,-0.2197392923649908,-0.09537572254335258,0.0,0.0,0.7341772151898733,0.0,0.0,-0.04620462046204632,-0.02212465777076189,0.008498922800718178,0.03157894736842115,0.5622137293228695,-0.486555937240402,0.027940989002074534
Argentina,Americas,2022,-9.956,-0.23861171366594358,0.2669584245076586,-0.16564568392549806,0.04119318181818166,0.0037878787878788955,-0.5625,-0.07394957983193273,0.10251479719299139,-0.09546539379474939,-0.03194888178913735,0.0,0.0,-0.10948905109489049,0.0,-0.16666666666666663,-0.01038062283737018,-0.0016311019186475706,0.009747742658934966,0.1908163265306122,-0.21537685814596252,-0.3397308286024142,0.16119503945885016
Armenia,Europe,2017,3.0,,,,,,,,,,,,,,,,,,,,,,
Armenia,Europe,2018,3.0,-0.002995608198030242,0.1139910837817073,-0.06682027649769584,0.011735897512467508,-0.020775472384032212,-0.18961226446572,0.002547770700636942,-0.03490175238668891,0.041632267922396826,-0.0027424582398404285,-0.0625,0.0,0.050000000000000044,0.0,0.0,-0.09361702127659577,-0.02179351121892048,-0.09363636363636352,0.028159509202454025,-1.38,0.8727628650788641,0.1118669527896996
Armenia,Europe,2019,7.5,0.034358047016274984,-0.02320675105485237,-0.0469135802469135,0.0,-0.012499999999999956,-0.21130952380952384,-0.0050825921219822545,0.02145922746781115,0.02638522427440626,0.010000000000000009,0.0,0.0,-0.16666666666666663,0.0,0.0,0.0004694835680749687,0.0228989887248634,0.0030090270812437314,0.08598365057581003,-1.6401137980085347,-0.27314938695787605,0.03255939629050619
Armenia,Europe,2020,5.028,0.061188811188811254,0.16846652267818585,0.12435233160621761,0.0023612750885477762,0.02025316455696191,0.29811320754716975,0.034482758620689724,0.01540616246498594,-0.023136246786632397,-0.0024752475247524774,0.0,0.0,0.04761904761904767,0.0,0.0,-0.023932426091036962,-0.03752525252525374,-0.0030000000000000027,-0.027472527472527486,1.802222222222222,0.03484737484737499,-0.09358878504672896
Armenia,Europe,2021,7.597,-0.05601317957166396,0.02218114602587784,0.03686635944700467,0.025912838633686652,0.008684863523573227,0.22529069767441867,0.011111111111111072,0.02758620689655178,0.011842105263157876,-0.08436724565756826,0.0,0.0,1.545454545454545,-0.11538461538461542,-0.09999999999999998,0.0033703799606441542,-0.017657553654822467,-0.011123035773988654,-0.039548022598870025,-0.4278350515463917,0.0008691821821584789,0.10118986245437478
Armenia,Europe,2022,-7.571,-0.12041884816753923,-0.40144665461121154,0.1284468231855489,-0.0022962112514349764,-0.029520295202951963,-0.10438908659549229,-0.2075702075702076,-0.36610147807858395,0.007802340702210531,-0.0027100271002710175,0.0,0.0,0.017857142857143016,-0.04347826086956519,0.0,0.07857632642493084,0.06301915012953696,0.0018605478321049862,0.18882352941176483,-0.14760914760914767,-0.5402443385216301,0.17578651685393254
Australia,Asia-Pacific,2017,2.5,,,,,,,,,,,,,,,,,,,,,,
Australia,Asia-Pacific,2018,2.5,-0.03687679097115293,0.0049258920402561746,0.03459718211079266,-0.0029673590504450953,0.03749142770094305,-0.0030829448746791943,-0.002239641657334812,-0.05213560233252712,0.011551302705140598,0.0,0.0,0.0,-0.0052631578947368585,0.0,0.0,0.012618181818181862,-0.034780884662675704,0.01594142259414233,-0.08920634920634907,-0.1326666666666667,1.1644431893460756,0.1166032608695653
Australia,Asia-Pacific,2019,2.3,0.0050825921219821435,-0.07387580299785867,0.03229974160206717,-0.0031746031746032743,-0.017973856209150374,0.022538552787663146,-0.008978675645342271,0.05520702634880803,-0.009153318077803285,0.016241299303944245,0.0,0.0,-0.3650793650793651,0.0,0.0,0.012676410385319636,0.015201690547970381,0.021374737449034287,-0.024050191704426793,0.5372790161414298,-0.037813573566160885,0.012387140736414226
Australia,Asia-Pacific,2020,2.811,0.04677623261694053,-0.0046242774566475076,0.11764705882352922,0.0031847133757962887,0.024958402662229595,0.0649651972157772,-0.005662514156285381,-0.0011890606420926764,-0.004618937644341736,0.006849315068493178,0.0,0.0,-0.25,0.0,0.0,-0.014184397163120477,-0.019213695800912367,0.014838709677419404,-0.03571428571428559,-0.010499999999999954,0.30344487174606405,-0.02230769230769236
Australia,Asia-Pacific,2021,1.847,-0.0157004830917874,0.04529616724738683,0.005599104143336975,-0.006349206349206327,-0.05681818181818177,-0.03376906318082784,-0.004555808656036331,0.0011904761904761862,0.0058004640371229765,0.01814058956916087,0.0,0.0,1.8888888888888888,0.0,0.0,0.0262589928057555,0.04350157665616461,0.007799864907819476,-0.0185185185185186,-0.1864578069732188,-0.4017657313489069,0.10641227380015739
Australia,Asia-Pacific,2022,-2.438,0.12515337423312878,0.057777777777777706,-0.030853456565633652,-0.0015974440894569453,-0.11187607573149738,-0.41375422773393467,-0.03203661327231133,-0.23643189007004395,-0.04036908881199541,0.00222717149220486,0.0,0.0,-0.03846153846153855,0.0,0.0,0.00525762355415349,0.07557018952778671,0.012723943137890492,0.24716981132075477,-0.4608695652173913,-0.44280589759858535,0.40284444444444434
Austria,Europe,2017,0.9,,,,,,,,,,,,,,,,,,,,,,
Austria,Europe,2018,0.9,-0.029307293910686316,-0.010798048468367294,-0.023212610686037083,-0.007162753680859502,0.00552562314635896,0.01807820231130397,-0.01820546163849157,-0.013750260094943734,0.0034156535463427673,-0.0009197516670498285,0.0,0.0,0.046666666666666634,0.0,0.0,0.010604651162790857,-0.0022839893978185977,0.010581395348837397,0.07175438596491235,0.21624999999999983,-2.5866277515096314,-0.02701856148491888
Austria,Europe,2019,2.9,0.008383233532934131,-0.1186650185414092,0.05306122448979589,0.012024048096192397,0.2628865979381445,0.054254007398273796,-0.007947019867549643,0.02998500749625177,-0.02628434886499409,-0.010356731875719283,0.0,0.0,0.2738853503184713,0.0,0.0,-0.017972201767304963,-0.031269012862079504,0.01254170981475089,-0.09968898346701582,1.2610483042137721,-2.581598083659142,-0.06046189982234618
Austria,Europe,2020,2.713,0.03681710213776723,0.026647966339411022,0.0852713178294573,0.015841584158415856,0.11020408163265305,0.02807017543859658,-0.025367156208277786,-0.005822416302765698,-0.006134969325153339,0.0046511627906977715,0.0,0.0,-0.09999999999999998,0.0,0.0,-0.020503807850029254,-0.01869927180079689,0.009659090909090784,-0.12727272727272732,-0.03681818181818175,-0.20887481789720042,-0.05782994923857876
Austria,Europe,2021,1.585,-0.00572737686139746,0.14071038251366108,0.00952380952380949,-0.10916179337231957,0.06985294117647056,0.023890784982935065,-0.005479452054794609,0.0014641288433383526,0.00864197530864197,-0.02777777777777779,0.0,0.0,0.6666666666666665,0.10000000000000009,0.0,0.00909090909090926,-0.013485161821719882,-0.0008928531232413883,-0.02083333333333326,-0.2968381311939595,-0.390589498511173,-0.04637474239995687
Austria,Europe,2022,-6.59,0.1336405529953919,0.1329341317365269,-0.02279923874860601,-0.004376367614879695,-0.302405498281787,-0.20333333333333325,0.1336088154269972,0.1456130339551185,0.007343941248469932,-0.05714285714285716,-0.11111111111111116,0.0,-0.033333333333333326,0.0,0.0,0.00616405879563775,0.06092282788375192,0.004521538476616183,0.22765957446808494,-0.06644295302013425,-4.734957833815031,0.20372881355932204
Azerbaijan,Asia-Pacific,2017,1.1,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,Asia-Pacific,2018,1.1,0.06242559547397053,0.1164881921016081,0.061170212765957466,-0.0026626058887359028,0.03215328345075075,-0.019428014227818258,0.01118881118881121,-0.04069994986987968,-0.10883078306818306,0.0021493820526599094,0.0,0.19999999999999996,-0.02075471698113196,0.0,0.0,0.05633802816901423,-0.046085858585857675,-0.0008421052631577552,0.07936170212765958,2.1,0.11174247103293222,0.04357340720221603
Azerbaijan,Asia-Pacific,2019,0.1,0.10261194029850751,0.4429347826086958,0.12030075187969946,0.0,0.0016835016835017313,-0.06387434554973814,-0.0387275242047026,-0.11126564673157169,-0.03963414634146334,0.0,0.09090909090909083,0.0,0.0019267822736031004,0.0,0.0,-0.0033333333333334103,-0.0018403851209857214,0.032448377581120846,-0.014389907352651332,0.048387096774193505,-0.3628888888888889,0.45196825312558064
Azerbaijan,Europe,2020,1.352,0.1353637901861251,0.015065913370998052,-0.13422818791946312,0.005714285714285783,0.05882352941176472,0.10961968680089473,0.162589928057554,0.03599374021909241,0.107936507936508,0.0,0.16666666666666674,0.0,0.0,0.0,0.0,-0.11036789297658856,-0.04341507720254234,0.014285714285714235,0.040000000000000036,-0.823076923076923,-0.5106382978723405,-0.6456672760511883
Azerbaijan,Europe,2021,2.25,0.01192250372578263,0.03525046382189245,0.20930232558139528,0.001136363636363491,0.03492063492063502,0.002016129032258007,-0.003712871287128716,-0.004531722054380571,0.04871060171919783,-0.08847184986595169,0.0,0.0,0.6346153846153846,0.0,0.0,-0.024716406959067738,-0.030098746676795463,0.008382092555331955,0.05769230769230771,0.1304347826086958,0.07191732002851037,-0.07130327107625634
Azerbaijan,Europe,2022,-4.29,-0.21060382916053022,-0.7150537634408602,-0.3885260269602778,-0.004540295119182636,-0.03834355828220859,-0.003018108651911544,-0.19751552795031058,-0.15171385877132326,0.017759562841529908,-0.020588235294117685,0.0,0.0,0.08235294117647052,0.0,0.0,0.10551997020681259,0.03549681840430852,0.0086596075271681,0.1399999999999999,0.08615384615384603,-0.6628765210452823,0.18722222222222218
Bahamas,Americas,2017,0.5,,,,,,,,,,,,,,,,,,,,,,
Bahamas,Americas,2018,0.5,0.026490066225165698,0.09856262833675555,0.332460732984293,-0.006628311196070991,-0.010447230657596118,0.39580474431160284,-0.0029197080291971655,-0.09610185571288743,0.0279837578289599,0.04191379992091737,-0.09999999999999998,0.0,-0.05279187817258879,,,0.11242603550295871,-0.01494181642911363,-0.08000000000000007,0.0634027777777777,-0.7884210526315789,0.3558182691088594,0.018523592085235796
Bahamas,Americas,2019,1.3,-0.09247311827956983,-0.12336448598130845,-0.1414538310412573,0.008290155440414448,0.04704463208685161,0.1135593220338984,0.002928257686676483,0.04489164086687314,-0.01388888888888895,-0.092979127134725,0.11111111111111116,0.0,-0.003215434083601254,,,-0.13297872340425532,-0.11925066405703788,0.0869565217391306,-0.1771697250702019,2.4825870646766166,0.7776987373312545,-0.14520973743592802
Bahamas,Americas,2020,2.3,0.30094786729857814,-0.010660980810234588,0.05263157894736836,-0.005138746145940343,0.00691244239631339,0.05327245053272445,0.007299270072992803,0.03703703703703698,-0.023047375160051176,0.0,0.0,0.0,0.0,,,0.09815950920245387,-0.025634920634919012,-0.057499999999999996,-0.05555555555555547,0.6064285714285715,0.016276813625094144,0.06582167832167829
Bahamas,Americas,2021,1.801,-0.1238615664845173,-0.015086206896551602,0.032608695652173836,0.0030991735537189147,0.0022883295194506825,0.050578034682081,0.020289855072463947,0.0,0.00917431192660545,0.025104602510460206,0.0,0.0,-0.032258064516129115,,,-0.05027932960893844,-0.0075588498818947025,0.033108753315649775,-0.12605042016806722,-0.40640284570920415,-0.32466907085277896,0.03830066431559076
Bahamas,Americas,2022,-16.281,0.2702702702702702,0.7242888402625818,0.3535350485585307,-0.006179196704428347,-0.020547945205479423,-0.07427785419532329,-0.10085227272727282,-0.010225822500687154,0.028571428571428692,0.0,0.0,0.0,0.0,,,0.09999999999999987,0.0701892615026003,0.009669253007841272,0.38557692307692304,-0.9707865168539326,0.40882233760848874,0.08450236966824654
Bahrain,Middle East / North Africa,2017,3.2,,,,,,,,,,,,,,,,,,,,,,
Bahrain,Middle East / North Africa,2018,3.2,-0.03250505659408143,0.026277777777776956,-0.06666666666666676,0.0004446420631392112,-0.04938469256708977,-0.45764185960739323,0.08789625360230535,-0.028469515050438265,-0.009687548951258118,0.007489731819280143,0.0,0.0,-0.08611111111111114,,,0.4736842105263157,-0.03717029830267693,0.09916666666666663,0.0674999999999999,0.5549999999999999,-1.192722787542399,0.29729857819905225
Bahrain,Middle East and North Africa,2019,3.2,0.02254428341384851,-0.07985480943738654,0.0347490347490349,-0.002002002002002068,-0.05572289156626509,-0.4307692307692308,-0.05430463576158928,-0.07058823529411773,0.02127659574468077,0.004796163069544335,0.0,0.0,-0.05775075987841949,,,0.0,0.05531694386590691,0.1372251705837757,-0.06323185011709598,-0.4998213647731333,0.8406264150943414,0.0996237168012275
Bahrain,Middle East and North Africa,2020,1.829,0.11181102362204709,-0.04536489151873779,-0.04850746268656714,-0.0030090270812437314,0.05422647527910662,-0.29729729729729726,-0.012605042016806789,0.0,-0.006127450980392135,-0.05250596658711204,0.0,0.0,1.5161290322580645,,,0.392857142857143,-0.047299338999056695,-0.012666666666666604,-0.16666666666666663,0.5000000000000002,1.9199452196340148,0.034031007751938125
Bahrain,Middle East and North Africa,2021,1.819,0.012747875354107707,0.359504132231405,0.26274509803921586,0.006036217303822866,0.015128593040847127,-1.0,0.08794326241134764,0.0042194092827005925,0.020961775585696785,0.052896725440805925,0.0,0.0,-0.26923076923076916,,,-0.8628205128205129,-0.016017285981899332,0.10815124915597574,-0.30000000000000004,-0.5238095238095238,-0.3784447955064091,0.11274137063176726
Bahrain,Middle East and North Africa,2022,-5.395,-0.07832167832167825,-0.5835866261398177,-0.35418197397816464,-0.0009999999999998899,-0.023845007451564704,,-0.21512385919165578,-0.23173851333225215,-0.020531400966183555,-0.0071770334928229484,0.1333333333333333,0.0,0.05263157894736836,,,1.8224299065420557,0.02516242760009879,0.03680967016254244,4.842857142857143,-3.324,0.06927986444507228,0.2789027911453319
Bangladesh,Asia-Pacific,2017,6.4,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Asia-Pacific,2018,6.4,-0.0711029946677787,0.2538083018867905,0.10818375003278313,-0.0008301218794839471,0.002120402232729246,0.002746424597054098,-0.02434456928838946,-0.03311597967400415,0.005109738472858449,-0.037735849056603765,0.0,0.0,0.11121495327102826,0.0,0.0,0.023255813953488413,0.0027743600878120667,0.010087554721700975,-0.07590909090909104,-0.007343750000000093,0.043535832513196704,-0.027000000000000024
Bangladesh,Asia-Pacific,2019,7.1,0.1141975308641976,0.05828220858895694,0.15094339622641506,0.0,0.0031847133757960666,-0.01647655259822578,-0.02303262955854135,0.027108433734939652,0.013043478260869712,0.03921568627450989,-0.09999999999999998,0.0,-0.10008410428931891,0.0,0.0,-0.00454545454545463,-0.018428523312320255,0.010444979661079712,0.08214461387112659,-0.10278608531402478,-0.07764326622998041,-0.02061544042077268
Bangladesh,Asia-Pacific,2020,7.727,0.1357340720221607,0.04637681159420293,0.09016393442622972,0.0,-0.002116402116402183,-0.010309278350515427,0.027504911591355485,0.0029325513196480912,0.0014306151645206988,0.0,0.0,0.0,0.0,0.0,0.0,0.038812785388127935,0.010343137254904322,0.01027573529411785,-0.022727272727272818,-0.023859649122807025,0.6793548986800522,0.07280864197530867
Bangladesh,Asia-Pacific,2021,7.879,-0.07317073170731703,-0.01939058171745156,0.041353383458646586,0.15543328748280594,-0.005302226935312793,-0.13671875,0.06309751434034427,0.005847953216374213,-0.0014285714285713347,-0.0031446540880503138,0.0,0.0,0.009345794392523477,0.19999999999999996,-0.4444444444444444,-0.03681003700584062,0.042380282373487344,-0.011104271669183707,-0.023255813953488302,0.022825305535585816,-0.5580898050535521,0.027072125204983033
Bangladesh,Asia-Pacific,2022,3.798,-0.044736842105263186,-0.20621468926553665,-0.19979592185526707,-0.01666666666666672,-0.006396588486140664,-0.18552036199095023,0.0,-0.46833700321800575,0.0014306151645206988,0.006309148264984188,0.11111111111111116,0.33333333333333326,-0.0185185185185186,-0.16666666666666663,0.30000000000000004,-0.1226497601490586,0.04833717331098941,0.010078262437592578,0.26190476190476186,-0.007555789843612715,0.6057575728895224,0.08837535014005593
Barbados,Americas,2017,0.5,,,,,,,,,,,,,,,,,,,,,,
Barbados,Americas,2018,0.5,-0.0738738738738739,0.6484848484848484,0.5685131195335278,0.00010271325163113687,0.007284882480524502,,0.012931034482758674,-0.06636976124996585,0.01532389910883758,0.0,-0.06666666666666665,0.0,0.0,0.0,0.0,-0.0036496350364962904,0.017039716632753832,-0.06666666666666654,-0.07430894308943103,-0.4,-0.10262558157886004,0.04743689320388356
Barbados,Americas,2019,0.9,0.029182879377431803,0.10110294117647056,0.0,-0.05270270270270283,0.6539440203562341,inf,-0.009929078014184411,-0.05221518987341778,-0.07882352941176474,-0.090032154340836,0.0,0.0,0.021582733812949506,0.0,0.0,0.2344322344322345,-0.24194707708723961,0.0714285714285714,-0.14807658528016865,13.666666666666668,0.25365731060101915,0.23185584783938618
Barbados,Americas,2020,-0.5,0.06994328922495274,-0.39732888146911516,-0.1821561338289962,0.049928673323823114,0.06461538461538474,-0.20628930817610058,-0.005730659025787843,0.0016694490818029983,-0.005108556832694622,0.0,0.0,0.0,0.0,0.1428571428571428,-0.78,-0.05637982195845703,-0.0609090909090908,-0.046666666666666745,-0.010309278350515427,-0.17454545454545456,-0.3183228511530398,-0.0629345372460497
Barbados,Americas,2021,-0.098,-0.0689045936395759,0.3767313019390581,0.14090909090909087,0.07744565217391308,0.056358381502890076,0.26465927099841524,0.004322766570605152,0.0016666666666667052,-0.007702182284980874,0.03180212014134276,0.0,0.0,-0.06338028169014076,-0.2875,0.0,0.10062893081761004,-0.06516149850628306,0.003583916083916172,0.07291666666666674,0.12885462555066063,0.1039187302661253,-0.04043810625040145
